Domain,Competitor Relevance,Common Keywords,Organic Keywords,Organic Traffic,Organic Cost,Adwords Keywords
pcwrede.com,0.00007254364,1,970,1078,1010.00,0
claiborne.k12.ms.us,0.00007254098,1,518,1219,396.00,0
jpvadmission.org,0.00007254013,1,169,3,0.00,0
greenvilleisd.com,0.000072538896,3,5302,11013,3374.00,0
cityacademyschool.org,0.00007253542,2,986,1045,957.00,0
seetospell.com,0.00007253421,2,822,614,54.00,0
lrschools.org,0.000072532865,1,739,1390,1010.00,0
write.co.nz,0.00007252801,1,1744,608,1270.00,0
edwardsib.org,0.000072523995,1,1910,2727,266.00,0
webaim.org,0.0000725202,2,42404,48440,139058.00,2
westonlibrary.org,0.000072517454,1,1200,2715,62.00,0
funnyasduck.net,0.0000725131,1,2185,239,59.00,0
supercamclub.org,0.00007251306,1,11443,68,28.00,0
studentsofhistory.com,0.000072504154,1,694,1238,683.00,12
firefliesandmudpies.com,0.00007250401,2,18061,17089,5411.00,0
tcboe.org,0.000072503055,2,4645,9603,15694.00,0
chroniclesofamomtessorian.com,0.000072487164,2,1021,375,168.00,0
preciousplay.wordpress.com,0.00007248266,1,40,21,0.00,0
claviercompanion.com,0.000072481045,1,662,370,195.00,2
middlesexdigestive.com,0.000072478506,1,1455,1011,1666.00,2
thedivasguides.com,0.00007247766,1,1397,58,32.00,0
technogoindia.com,0.000072468,1,2329,65,7.00,0
scriptgodsmustdie.com,0.000072466486,1,1637,558,312.00,0
kellycreates.ca,0.00007246647,3,3263,2454,670.00,0
stjosephcs.org,0.00007246612,1,1295,1149,1387.00,0
universaldependencies.org,0.00007245995,2,4045,38603,17344.00,0
gradelevelreadingsuncoast.net,0.000072457486,1,1632,351,359.00,0
theplaceswelearn.com,0.0000724488,1,868,430,239.00,0
storyaday.org,0.000072448,1,898,280,209.00,0
homelifeabroad.com,0.000072442635,1,1050,884,1517.00,0
essay4me.org,0.000072439994,1,1426,1259,1287.00,0
readsmartlearning.com,0.00007243904,2,204,82,921.00,0
center.edu,0.00007243248,1,617,814,277.00,0
robomatter.com,0.000072426905,1,1196,1858,184.00,0
mrmaffesoli.com,0.000072424715,2,1198,462,138.00,0
learningrevolution.com,0.00007241827,2,1623,144,30.00,0
esdgloves.info,0.00007241425,1,2657,0,1.00,0
dyslexia.ie,0.00007241304,2,3927,2532,3634.00,1
rockscissorpaper.com,0.00007241122,1,1434,318,247.00,0
adventures-in-making.com,0.00007240872,2,4695,2986,1344.00,0
fb9453.com,0.00007239874,1,82695,35,38.00,0
thriftymouse.info,0.000072397386,1,601,3,0.00,0
aloeveragezond.be,0.000072397044,1,84,6,5.00,0
asimovs.com,0.000072395575,1,1122,2365,1798.00,0
shshattiesburg.com,0.00007239374,1,1039,3014,208.00,0
congregationsofgod.org,0.000072380295,1,1633,1316,145.00,0
jamesmdeem.com,0.000072378316,1,1679,799,98.00,0
mnn.com,0.0000723703,6,663923,1117490,864061.00,0
npr.org,0.00007236774,73,8834699,26282649,24557507.00,195
mahtomedi.k12.mn.us,0.000072367584,3,5334,14125,14683.00,0
cciuganda.org,0.00007236665,1,42854,4169,2901.00,0
nklibrary.org,0.00007236604,1,1824,2025,101.00,0
danceshopper.com,0.00007236391,2,9439,26807,25364.00,0
worddreams.wordpress.com,0.000072356095,3,1209,836,154.00,0
casenex.com,0.00007235461,1,1144,168,27.00,0
clacts.com,0.00007235424,3,235,57,14.00,0
etch.com,0.00007234846,2,22676,24387,45535.00,0
motivatingquotes.com,0.00007234784,3,3676,2785,2533.00,0
goofyfaces.com,0.00007234081,3,1391,7328,14136.00,1
theessentialmother.com,0.00007233544,1,1156,688,169.00,0
wqln.org,0.00007232691,1,4795,2302,1191.00,7
shreebababalaknath.com,0.000072323135,1,44724,49,41.00,0
language-boutique.com,0.00007231969,1,917,1376,299.00,0
unicheck.com,0.0000723166,3,6032,8867,19118.00,0
rockypointschools.org,0.00007231488,1,1584,345,317.00,0
karthago.info,0.000072308336,1,562,4,0.00,0
allrfree.blogspot.com,0.00007230583,2,289,242,0.00,0
jacksonschoolsga.org,0.000072299765,2,4261,16133,1275.00,0
litlearnact.wordpress.com,0.00007229284,2,177,44,0.00,0
workplace-english-training.com,0.00007229073,1,895,394,24.00,0
yesdee.com,0.00007228822,1,1420,180,163.00,0
familyfun.ie,0.00007228785,3,9312,4182,571.00,0
lapiana.org,0.00007227858,1,1734,921,2561.00,0
udygotidypax.gq,0.00007226538,1,104,3,0.00,0
gsuitetips.com,0.000072253475,1,36523,32546,29776.00,0
innovations-moderation.de,0.00007225272,1,46312,117,122.00,0
whotellsthestory.org,0.0000722414,1,35,3,0.00,0
ammanu.edu.jo,0.00007223523,1,1950,314,524.00,0
edtech4beginners.com,0.000072234114,1,1111,586,1012.00,0
socialab.org,0.00007222725,1,3502,181,87.00,0
themommiesreviews.com,0.0000722211,2,3377,536,380.00,0
mongabay.com,0.00007221634,5,363191,632544,225259.00,17
absorbentminds.co.uk,0.00007221595,1,955,159,38.00,0
myenglishlanguage.com,0.000072204566,1,2933,742,104.00,0
iqanamorig.tk,0.000072201015,1,36,7,0.00,0
4skillsacademic.wordpress.com,0.00007219951,1,19,13,0.00,0
ciotota.ml,0.00007218565,1,144,8,0.00,0
euralex.org,0.000072182775,1,2660,212,40.00,0
sresd.org,0.00007217581,1,1752,4583,241.00,0
playquiz2win.com,0.00007217189,3,10951,5453,244.00,0
flashbackfiction.com,0.00007216055,1,131,19,0.00,0
coyotelivesinmaine.org,0.00007215341,1,107,20,0.00,0
degdeghomes.com,0.00007215035,1,101470,98,53.00,0
warrenadams.me,0.000072150084,2,985,161,5.00,0
aslliteratureresource.wordpress.com,0.000072145376,3,80,123,0.00,0
206.189.192.238,0.00007214461,2,206934,1082,894.00,0
livius.org,0.00007214093,3,34577,171273,131110.00,0
youngclergywomen.org,0.00007212072,1,1821,475,131.00,0
adlibweb.com,0.0000721142,1,2880,274,816.00,0
usq.edu.au,0.0000721124,2,28648,11310,5086.00,13
thiagi.com,0.000072100964,1,1491,624,342.00,0
granths.org,0.00007209673,1,2010,4769,2173.00,0
workhorseproducts.com,0.000072089046,1,1533,2563,2593.00,0
freewebs.com,0.000072067756,2,48670,29642,32636.00,1
preschools4all.com,0.00007206642,1,1635,300,157.00,0
spelman.edu,0.0000720567,2,38112,92209,448302.00,0
tamut.edu,0.00007205047,2,17830,21344,31770.00,3
tierracenter.com,0.00007204885,1,1982,1507,2047.00,0
teachersresourceforce.com,0.00007204473,1,1100,790,796.00,0
joanyedwards.com,0.000072007686,2,1508,649,724.00,0
pequeavalley.org,0.0000720031,1,2286,4331,4007.00,0
nationalgeographic.com,0.00007198556,31,3149613,13557485,15302926.00,1301
utmostchristianwriters.com,0.0000719839,3,806,556,233.00,0
poncik.com.tr,0.000071970375,1,163,0,2.00,0
cla-net.org,0.00007196901,1,4131,2818,3154.00,0
readwithmeapp.com,0.00007196336,2,124,144,21.00,0
urs-amsler.ch,0.00007195013,1,79942,229,64.00,0
nashdom-bg.com,0.0000719418,1,977,632,171.00,0
multifangled.com.au,0.00007193653,3,227,96,0.00,0
maformationiobsp.fr,0.000071913775,1,156,9,6.00,0
entertainism.com,0.00007189993,2,16217,41440,8987.00,0
abmceducation.org,0.00007188042,1,1806,418,129.00,0
fascinatewithzea.com,0.000071874056,1,15372,54,44.00,0
camphillsd.k12.pa.us,0.0000718729,3,6368,12461,15390.00,0
notsowimpyteacher.com,0.00007186975,3,1897,1352,204.00,0
meccahosting.com,0.00007186932,1,6468,1414,847.00,0
auf.net,0.00007186437,2,8676,809,136.00,0
keepwriting.com,0.00007186313,1,1674,748,491.00,0
riohondoisd.net,0.00007185713,1,1821,3272,927.00,0
usd207.org,0.00007185519,1,2640,2618,311.00,0
ctairlink.com,0.000071847244,1,1902,676,1823.00,5
editstock.com,0.00007183068,1,1804,1009,1787.00,0
amsschools.org,0.00007182527,1,2681,14693,48888.00,0
k-12learningcenter.com,0.00007182244,1,41,1,1.00,0
abahe.uk,0.00007181289,2,2727,1256,124.00,0
hermetic.ch,0.00007179942,2,3388,4253,1016.00,0
rpsd.org,0.00007178277,1,2077,4427,7127.00,0
rikidscount.org,0.00007177783,1,4612,1040,2514.00,0
phyzardry.com,0.000071774164,1,81,2,1.00,0
crosscreekcharterschool.com,0.00007176964,2,190,378,178.00,0
gccaz.edu,0.00007176755,2,64849,81690,212514.00,0
ancestrysolutions.com,0.00007176699,2,870,36,3.00,0
minspeak.com,0.000071766466,2,479,408,109.00,0
funstock.co.uk,0.00007175553,2,259,111,59.00,0
waukeganpl.org,0.000071754315,1,5787,4742,1093.00,0
nlmusd.org,0.00007175,3,5730,9676,10155.00,0
willweaverbooks.com,0.0000717289,2,79,160,3.00,0
varietystl.org,0.00007172566,1,2207,1023,1532.00,0
vtnea.org,0.00007172427,1,3228,759,1288.00,0
ermag.bar,0.00007171863,1,13427,278,168.00,0
lollyjane.com,0.00007171839,2,38087,52119,27043.00,0
tylermcginnis.com,0.00007170136,3,6713,13457,18021.00,0
featuredcontentgallery.com,0.00007170001,1,170,6,0.00,0
d2wasljt46n4no.cloudfront.net,0.000071690956,1,1468,792,59.00,0
spanishcoursespain-valencia.com,0.00007166769,2,4197,44862,1595.00,0
agroserios.com.br,0.00007166217,1,128576,796,839.00,0
marathondubw.be,0.00007164518,1,58443,148,100.00,0
newcanaanlibrary.org,0.00007164497,1,4196,4570,798.00,0
mahtabfirouzabadi.com,0.00007163038,1,71995,100,67.00,0
readerswarehouse.co.za,0.0000716292,1,5743,917,887.00,0
unconditionallearning.org,0.00007162349,1,114,37,0.00,0
exofire.net,0.000071620074,1,2318,656,218.00,0
keeplearning.info,0.000071619106,1,751,0,0.00,0
fate-srd.com,0.00007160447,1,2006,3829,1393.00,0
gillbooks.ie,0.00007160232,1,2331,427,64.00,0
venturegainedlegal.com,0.00007160154,3,220,22,71.00,0
upsd.org,0.00007159998,1,2992,9473,5638.00,0
essentialsinwriting.com,0.00007159771,2,1638,3343,1929.00,0
wichita.edu,0.00007157027,2,93828,208789,303222.00,79
wpi.edu,0.00007155154,4,228033,183836,250847.00,353
omemizum.tk,0.000071547955,2,27,8,1.00,0
thescienceteacher.co.uk,0.000071505325,2,2464,605,110.00,0
septemberleather.com,0.000071502414,2,797,1673,660.00,0
welcometomommyhood.com,0.000071501745,2,2825,698,378.00,0
stropro.com,0.000071498456,1,160752,87,195.00,0
thomaselementaryart.blogspot.com,0.00007149021,2,376,43,4.00,0
supernanny.co.uk,0.00007146531,2,20487,7386,12650.00,0
sandites.org,0.00007145765,1,1942,6818,1628.00,0
stepbystepcc.com,0.00007144634,2,3458,2107,3425.00,0
cocointernational.it,0.00007144371,1,109996,10211,10587.00,0
cobaltcove.io,0.00007142898,1,161749,90,246.00,0
msdrasby.com,0.000071428214,1,2739,1051,861.00,0
annlaurelkopchik.com,0.00007142242,1,133,1,0.00,0
daemen.edu,0.00007140754,2,22183,33288,70611.00,1
verblio.com,0.00007139291,3,10994,6576,19967.00,24
extendoffice.com,0.00007138585,5,215808,299588,126300.00,9
yesterdaysclassics.com,0.00007136404,1,2111,1379,301.00,0
usti.info,0.00007136108,1,81936,81,102.00,0
ixemykubydam.cf,0.0000713503,1,143,3,3.00,0
b0tnet.com,0.00007134449,1,10912,289,88.00,0
christmastrees-wi.org,0.00007133946,1,2206,1670,200.00,0
landscapesmag.com,0.000071334165,2,201,7,0.00,0
thefanzine.com,0.000071334114,1,7695,2021,202.00,0
michaels.com,0.000071297785,25,1398891,11082372,3026218.00,2843
growthlab.com,0.00007129619,2,12003,6564,25063.00,0
scratchgarden.com,0.000071239585,1,1762,3604,1380.00,0
jellyquest.com,0.000071218055,2,2437,1400,1055.00,0
orau.gov,0.00007121678,2,31165,25725,37855.00,0
charthouseps.wa.edu.au,0.00007121185,2,90,17,0.00,0
mash.ie,0.00007120893,2,1593,334,19.00,0
7spell.com,0.000071207134,3,1202,274,11.00,0
creativewriting-prompts.com,0.00007120361,2,330,219,387.00,0
brennstoffe-balster.de,0.00007119784,1,217480,624,2369.00,0
cslpreads.org,0.000071188886,1,2529,7576,7734.00,0
greenelibrary.info,0.000071183145,1,5135,12425,9182.00,4
greenville.k12.ny.us,0.00007117677,1,3764,2674,888.00,0
realgrammar.wordpress.com,0.00007117438,2,76,20,0.00,0
imdzign.com,0.00007117007,1,178283,95,135.00,0
heartofdakota.com,0.0000711573,1,2602,4040,1440.00,0
dde.pr,0.000071147966,3,4258,8714,3688.00,0
edgartownschool.org,0.00007114701,2,2442,996,55.00,0
selfsufficientkids.com,0.00007114581,2,15749,24114,35952.00,0
diybookformats.com,0.00007113643,1,3384,2154,5147.00,0
washougal.k12.wa.us,0.00007113209,2,10988,11595,1938.00,0
nationalcouncildocs.net,0.000071104354,2,2517,326,545.00,0
itu.edu,0.000071102535,3,139536,19430,31636.00,0
germanforenglishspeakers.com,0.00007107227,1,5085,4676,2559.00,0
happyhourspanish.com,0.00007106791,3,24907,28231,6442.00,0
english-punjabi.net,0.000071064205,3,60142,20470,3878.00,0
bermudian.org,0.00007106078,1,2601,5056,479.00,0
tor.com,0.00007105302,6,451574,447281,212771.00,0
poncaschool.org,0.00007103585,2,3782,2024,1020.00,0
ocsartscenter.org,0.000071032155,1,3975,1530,276.00,0
ettc.net,0.000071017515,1,3312,1503,1553.00,0
insentence.com,0.00007097382,3,2544,686,77.00,0
myboysandtheirtoys.com,0.00007095781,3,16306,3400,2128.00,0
harnett.k12.nc.us,0.00007094784,3,14694,38580,10350.00,0
ayyhohamuseroy.ml,0.00007094522,1,43,0,0.00,0
learning.com,0.000070934344,1,2827,29533,64184.00,0
amymacdonald.com,0.00007092201,2,196,302,1.00,0
ggca.org,0.000070920156,2,734,820,137.00,0
languageartsteachers.com,0.00007091743,3,268,119,48.00,0
readingyear.blogspot.com,0.00007091104,3,1080,168,5.00,0
parkhillelementary.org,0.00007090947,2,284,1213,149.00,0
comptonyouthacademy.com,0.00007090615,2,481,592,40.00,0
hgchurch.org,0.00007090398,2,377,1486,759.00,0
writingeducatorssymposium.com,0.00007090164,2,79,32,18.00,0
ucr.edu,0.000070896356,5,610227,719819,1564280.00,17
uab.edu,0.00007089391,5,357113,610260,1131692.00,174
cursivecontent.com,0.00007088697,1,8326,1923,2267.00,0
viplatam.com,0.00007087504,1,204334,198,182.00,0
khk.be,0.00007087153,2,496,63,19.00,0
championelectrical.net,0.000070865695,1,168850,388,282.00,0
projectcoyote.org,0.00007086202,1,4918,8544,4135.00,0
taylor.k12.ky.us,0.0000708476,3,7366,8043,1350.00,0
thebeanandthebelle.wordpress.com,0.00007083454,2,655,193,261.00,0
visionsdemo.com,0.0000708302,1,183382,181,225.00,0
theknowledgeroundtable.com,0.000070829476,2,10524,4963,22374.00,0
alphacorp.it,0.000070821654,2,760749,1412,3032.00,0
printablepaperweb.com,0.000070816975,2,52,7,0.00,0
prettyprintsandpaper.com,0.00007081112,3,1793,716,469.00,0
scielo.br,0.000070805756,6,1234622,130903,66010.00,0
vantageinnovative.com,0.0000707989,1,21144,459,157.00,0
univr.it,0.000070798866,3,12863,4654,3109.00,0
brighthub.com,0.000070798415,4,137910,45916,36933.00,0
danagioia.com,0.00007079679,3,1550,1560,2030.00,0
thewildlifediaries.com,0.00007078673,2,3324,3716,2151.00,0
sbcsc.k12.in.us,0.0000707801,1,4344,3641,3973.00,0
etimkin.ru,0.00007076735,1,109304,248,368.00,0
teacherluke.co.uk,0.000070734844,1,7651,1840,903.00,0
wiredimpact.com,0.000070728354,2,14272,19139,70285.00,0
arbookfind.com,0.000070712464,3,24813,492845,894346.00,0
readablewriter.com,0.00007069012,2,242,84,1.00,0
sd.gov,0.000070669375,4,372072,473904,364291.00,2
growing-minds.org,0.000070665745,2,3105,1794,2417.00,4
longreads.com,0.00007065581,3,77269,71076,24168.00,0
writemypaperhub.com,0.00007065287,2,4001,1438,3849.00,0
northwestern.edu,0.00007064491,10,1096539,1664408,3522547.00,3133
litlifepd.com,0.00007064153,2,325,230,23.00,0
qak.edu.qa,0.00007062572,2,697,146,0.00,0
elcosd.org,0.0000706221,1,4177,4890,3345.00,0
ks2phonics.org.uk,0.000070618065,2,107,50,23.00,0
greendale.k12.wi.us,0.000070616814,2,2914,7157,3553.00,0
creativepark.canon,0.00007061525,1,14908,19301,26971.00,0
lcplin.org,0.00007060589,1,5966,11209,2053.00,0
freeilm.com,0.00007060095,3,375,467,5.00,0
carifesta.com,0.000070599024,1,71552,276,111.00,0
christmasshack.com.au,0.00007059153,2,536,278,6.00,3
cristallodicorte.it,0.00007058354,1,232414,229,221.00,0
wikia.org,0.000070578026,10,694020,1169803,513467.00,0
redbridge.sch.uk,0.000070564594,2,1439,559,1.00,0
ferndaleschools.org,0.00007055974,3,4240,9035,4353.00,0
iolantadesign.it,0.00007054824,1,249666,170,348.00,0
helpmyreading.com,0.000070525624,2,712,327,188.00,0
examsam.com,0.00007052296,2,2276,761,276.00,0
bloggingx.com,0.00007051143,3,6608,3558,13634.00,0
paul-revere-heritage.com,0.00007049868,3,1715,6833,2364.00,0
opencertificates.co,0.000070492846,2,79023,378,332.00,0
confidentwork.com,0.00007049103,2,4275,661,362.00,0
educatoral.com,0.00007048255,2,703,335,31.00,0
sphe.ie,0.00007048176,2,1353,1024,361.00,0
beymedia.co,0.00007045874,1,133730,216,195.00,0
optoin.it,0.0000704506,2,3713,147,77.00,0
almadinah-school.com,0.00007043667,2,1531,2186,99.00,0
satisfactorygame.com,0.00007042826,1,6532,30381,3519.00,0
csdecatur.net,0.000070415634,1,8570,14289,2481.00,0
evalla.cf,0.000070407856,1,153,2,0.00,0
tc2.ca,0.00007039073,1,4165,1278,96.00,0
zibbet.com,0.00007036455,2,35220,8229,3500.00,0
studyit.org.nz,0.000070364156,2,3478,1262,13.00,0
stevenpressfield.com,0.00007036401,1,5403,8652,7423.00,0
middletownschools.org,0.00007034881,1,6474,9588,6016.00,0
zahidenotes.com,0.00007034166,3,790,981,13.00,0
carvezine.com,0.00007032222,2,2732,1617,678.00,0
alliteration.me,0.00007031989,3,627,1208,1294.00,0
ballenaslibrary.ca,0.000070318245,7,18,11,2.00,0
online-distance-learning-education.com,0.00007028335,1,3458,4714,15463.00,0
gilman.edu,0.00007028167,1,5259,11923,20735.00,4
recogniform.net,0.000070281334,2,205,142,189.00,0
summertomato.com,0.000070278424,1,8009,4356,2045.00,0
trafford.com,0.00007027349,1,4548,2120,2886.00,0
americanstage.org,0.00007025492,1,5344,4740,2028.00,0
organizeyourstuffnow.com,0.00007021807,1,6062,1409,742.00,0
wishesmessagessayings.com,0.000070160946,3,46756,29558,13363.00,4
playworks.org,0.00007015649,3,27876,82689,67837.00,124
tempeschools.org,0.00007015084,1,8526,21610,20841.00,0
growthapp.co,0.00007013977,1,3275,2,0.00,0
antwoorden.org,0.000070139715,3,22173,41591,27859.00,0
usd470.com,0.00007012854,2,3306,3729,652.00,0
howhumanistsread.com,0.00007011883,3,34,16,11.00,0
tiwariacademy.com,0.00007009811,2,18432,28537,1086.00,0
scottsdalelibrary.org,0.0000700953,1,8813,23414,6308.00,0
ufairfax.edu,0.00007009196,1,73259,938,5302.00,0
colormecrafty.net,0.00007003883,2,267,0,0.00,0
woruvovuxafo.tk,0.00007003121,3,146,8,0.00,0
letshomeschoolhighschool.com,0.00007002109,1,4891,3985,11934.00,0
primalvape.co,0.00007002063,1,1911,15,2.00,0
helmut-menzel-keramik.de,0.00007000321,1,347670,193,203.00,0
finaldraft.com,0.0000699891,2,21292,46778,51407.00,127
marijn.org,0.00006998153,3,3615,12183,13362.00,0
gmathacks.com,0.000069943526,1,2863,1523,2782.00,0
investinganswers.com,0.00006993758,4,149410,556898,1605697.00,0
eduqas.co.uk,0.00006993634,1,4915,1258,4.00,0
enfieldschools.org,0.00006993602,1,3818,5464,4533.00,0
letterpile.com,0.00006993528,3,31429,30999,29014.00,0
theshortbooks.com,0.00006991832,2,137,26,6.00,0
yuceplastik.com,0.000069914495,1,153,0,0.00,0
collegesuccessfoundation.org,0.000069910486,1,3878,3276,7630.00,0
takechargeamerica.org,0.000069894406,2,7748,9996,36384.00,140
rogersschools.net,0.00006988344,2,14040,30669,95133.00,0
ssww.com,0.00006988281,3,87709,74133,38057.00,364
musicfun.net.au,0.00006988244,1,3389,2357,658.00,0
writenonfictionnow.com,0.00006986976,2,4750,1902,1954.00,0
abbevilleinstitute.org,0.00006986317,1,8677,3958,1186.00,0
carmelschools.org,0.000069858295,1,6446,15340,14132.00,0
izaqugytekejos.ga,0.00006985785,1,42,1,2.00,0
kinstacdn.com,0.00006985651,1,7660,942,884.00,0
readingranch.com,0.000069807495,2,744,431,356.00,2
careersplay.com,0.00006980646,3,572,115,20.00,0
macmillan.com,0.00006980493,4,164110,453563,229940.00,13
tupelo.k12.ok.us,0.00006980481,2,428,347,32.00,0
ieee-ac.org,0.000069799564,2,945,150,60.00,0
onlineexambuilder.com,0.00006979575,3,2278,4649,10254.00,0
phjs.co.uk,0.000069794594,2,298,190,0.00,0
tattooedhomestead.com,0.00006978656,2,304,617,57.00,0
amzdatastudio.com,0.00006978033,1,3103,2313,7383.00,0
writerunboxed.com,0.00006977561,2,8466,2368,1727.00,0
aisd.net,0.000069761045,3,32376,319214,776304.00,0
moelancholy.wordpress.com,0.00006974817,2,175,72,0.00,0
nsesreadingblog.com,0.00006974744,2,180,64,0.00,0
printplace.com,0.00006971557,2,21171,50936,283640.00,815
jenarenabooks.com,0.000069699825,2,124,23,0.00,0
numberstowords.net,0.00006969434,2,2794,4732,155.00,0
sqwrite.com,0.000069690934,2,77,3,1.00,0
learnenglish.vn,0.0000696873,3,1146,1032,42.00,0
andresmeidna.blogspot.com,0.00006965239,3,9,8,0.00,0
ielts-practice.org,0.00006964916,3,4847,2925,38.00,0
kopitiamenglish.blogspot.com,0.0000696323,2,91,42,0.00,0
mimio.com,0.000069590766,2,6195,4951,4094.00,0
learning2grow.org,0.00006958696,2,357,77,4.00,0
w3style.it,0.00006957959,1,124183,907,355.00,0
berkleyschools.org,0.00006957856,1,4709,14994,22326.00,0
rewordmyessay.com,0.00006957404,3,939,1798,1931.00,0
mrzsnippets.blogspot.com,0.00006957279,1,33,0,0.00,0
woodnetwork.eu,0.00006956247,2,55026,55,40.00,0
bookbeat.com,0.00006955868,1,16589,421,1140.00,0
lansugarden.org,0.00006954643,1,7560,13434,14815.00,0
wikirhymer.com,0.00006954102,3,15527,67484,2845.00,0
rolrokedpaytsel.ml,0.00006953885,1,61,7,0.00,0
holiday-crafts-and-creations.com,0.000069530055,1,3505,15528,15678.00,0
venturaes.com,0.00006952413,2,637,179,18.00,0
tulamama.com,0.00006952211,2,27580,73062,31224.00,0
sdcjc.org,0.00006950839,1,6450,3896,3417.00,1
ctreg14.org,0.00006949315,1,5176,5584,1236.00,0
wmtps.org,0.00006948964,3,3993,8609,1924.00,0
smartliving365.com,0.00006947912,2,6177,3903,1463.00,0
everydayesl.com,0.000069473484,3,1948,171,282.00,0
ladybirdeducation.co.uk,0.000069472255,2,1184,941,111.00,0
desumama.com,0.00006947076,3,27009,24360,17722.00,0
pongoteenwriting.org,0.00006946419,2,628,258,63.00,0
health.gov.tt,0.000069453745,1,10991,2589,588.00,0
911memorial.org,0.00006943694,3,45985,426044,839805.00,10
ibo.org,0.000069412796,3,86911,194483,372166.00,0
flahertyseminar.org,0.000069408714,2,1644,790,490.00,0
pdfcalendar.com,0.00006939508,2,8368,18878,16535.00,0
discovercorps.com,0.00006938011,3,14877,8015,10985.00,51
thatswhatchesaid.net,0.000069348855,2,27640,24993,8109.00,0
maldenps.org,0.000069342204,1,3804,11209,3247.00,0
ielts-simon.com,0.00006932074,3,8274,4106,157.00,0
stina.al,0.00006931558,1,55,0,0.00,0
alicethechalice.org,0.00006931484,3,26,4,0.00,0
paulsquiz.com,0.00006928509,3,7204,6593,2203.00,0
kidsbookseries.com,0.00006928222,3,25571,31186,10109.00,0
somerset.k12.ky.us,0.00006926619,2,9850,8778,3676.00,0
nsaglam.com,0.000069261856,2,267,19,0.00,0
yesmagazine.org,0.00006925879,2,65227,30582,22113.00,63
hillsdaleschools.org,0.00006925677,2,2110,2297,897.00,0
woodwardmemoriallibrary.org,0.00006925061,2,389,243,77.00,0
11plusleap.co.uk,0.000069246526,2,246,86,0.00,0
makeoversandmotherhood.com,0.000069243884,2,1960,579,196.00,0
ielts.org,0.00006922752,2,44547,159123,172232.00,0
pateko.com.br,0.00006922483,1,187679,332,232.00,0
headbloom.com,0.000069220594,3,1201,585,30.00,0
wctech.org,0.00006921035,3,5973,2423,7332.00,0
teachersdojo.com,0.00006920835,2,281,102,235.00,0
afandpa.org,0.00006920273,1,5762,4577,5575.00,0
climatetypesforkids.com,0.00006920138,1,2161,6034,2943.00,0
learnwithesa.com,0.000069200534,1,106,61,198.00,0
shopgsg.com,0.00006918737,1,963,81,67.00,0
thelanguagenerds.com,0.0000691609,2,2468,5063,1211.00,0
eenet.ee,0.000069154434,1,761,110,1.00,0
ucboe.us,0.00006915271,1,5463,20176,25281.00,0
w3.org,0.000069143905,5,323310,684114,962640.00,0
allfunapps.com,0.000069132715,2,918,1917,833.00,0
webdelsol.com,0.000069123715,2,3166,740,184.00,0
piccadilly.com,0.00006908541,1,9912,66050,70016.00,0
maricopainnovates.com,0.00006906899,2,3271,91,4.00,0
roomtoread.org,0.000069068694,2,5719,4295,7076.00,38
teh.k12.ca.us,0.000069064234,2,7362,12404,3016.00,0
freemansd.org,0.00006905131,2,5799,3556,2701.00,0
amicidicolonno.it,0.00006905005,1,222805,18107,19539.00,0
telplearning.com,0.000069049354,3,53,3,2.00,0
vinotique.com,0.00006904485,2,4568,161,29.00,0
elizabethbuege.com,0.00006904324,2,207,77,2.00,0
opportunityculture.org,0.000069021014,2,2991,2336,2951.00,0
localesmedellin.co,0.000069019225,1,2629,85,24.00,0
breitingerflowers.com,0.00006901389,1,851,364,1008.00,0
macmillan.com.br,0.000069002315,2,1114,343,25.00,0
gustavus.edu,0.000069000314,2,57267,61768,64338.00,0
csus.edu,0.000068997484,4,209262,499569,674604.00,5
kentuckyteacher.org,0.00006898132,2,9664,4438,5638.00,0
gopay.com,0.000068975896,2,1170,6185,44523.00,0
criminaljusticedegreesguide.com,0.00006896903,3,6875,6947,17164.00,0
literacyforall.org,0.00006896892,3,581,887,2160.00,0
westminsterreformedchurch.org,0.00006896142,2,503,100,3.00,0
sunline.space,0.00006894495,1,11865,1481,1909.00,0
britishcouncil.my,0.00006894478,2,4368,1010,94.00,4
icsehelpline101.com,0.000068939386,2,352,228,1.00,0
explainxkcd.com,0.000068905436,3,38173,52830,15884.00,0
fieldnotesbrand.com,0.000068894515,2,10027,30427,25217.00,2
mountainelectric.com,0.000068893154,3,1313,2880,10334.00,0
volgaqk.ru,0.0000688805,1,161778,523,894.00,0
seniormotorhomerental-spain.com,0.00006887255,1,1132,88,3.00,0
saskecec.ca,0.000068864196,2,67,12,0.00,0
freechildrenstories.com,0.0000688443,3,4712,51833,93242.00,0
sffworld.com,0.00006884351,2,14143,5300,2030.00,0
ojrsd.com,0.000068838766,2,7400,24986,12060.00,0
ipscell.com,0.0000688228,1,13918,15292,41330.00,0
highlandliteracy.com,0.000068822614,2,773,330,30.00,0
byjus.com,0.00006876483,6,340555,564438,263406.00,5
dinettesets.co,0.00006874696,1,186,5,0.00,0
travel21702.duckdns.org,0.00006874583,2,270,6,0.00,0
southington.k12.oh.us,0.00006874383,1,895,1174,353.00,0
thesitsgirls.com,0.00006871028,3,21873,12019,7129.00,0
debbiewaggoner.com,0.00006868617,2,1619,259,93.00,0
d3r7smo9ckww6x.cloudfront.net,0.000068676,1,1067,276,188.00,0
resources21.org,0.00006867185,2,514,54,15.00,0
